Cougar,What are the three heaviest cats in the world?,"The three heaviest cats in the world are the tiger, lion and jaguar.",hard,hard,S10_set1_a2
Cougar,What are the three heaviest cats in the world?,"tiger, lion, and jaguar",hard,hard,S10_set1_a2
Cougar,"On average, are cougar males heavier than females?","On average, cougar males are heavier than females.",hard,hard,S10_set1_a2
Cougar,"On average, are cougar males heavier than females?",yes,hard,hard,S10_set1_a2
Cougar,What are the three cat species that are native to Canada?,"The three cat species that are native to Canada are the cougar, the bobcat and the Canadian lynx.",hard,medium,S10_set1_a2
Cougar,What are the three cat species that are native to Canada?,"cougar, bobcat, Canadian lynx",hard,hard,S10_set1_a2
Cymbal,Is one of the parts of a cymbal called a disc?,no,easy,medium,S10_set2_a6
Cymbal,Is one of the parts of a cymbal called a disc?,NULL,easy,NULL,S10_set2_a6
Cymbal,Are ride cymbals very common?,yes,easy,easy,S10_set2_a6
Cymbal,Are ride cymbals very common?,NULL,easy,NULL,S10_set2_a6
Cymbal,Does Fender make cymbals?,no,easy,hard,S10_set2_a6
Cymbal,Does Fender make cymbals?,NULL,easy,NULL,S10_set2_a6
Cymbal,What part of the cymbal is the bell?,The center of a Cymbal,medium,medium,S10_set2_a6
Cymbal,What part of the cymbal is the bell?,NULL,medium,NULL,S10_set2_a6
Cymbal,What's the timber of ancient cimbals like? disfluent,like that of small hand-bells or of the notes of the keyed harmonica,medium,hard,S10_set2_a6
Cymbal,What's the timber of ancient cimbals like? disfluent,NULL,medium,NULL,S10_set2_a6
Cymbal,What does it sound like to play cymbals with a cello bow?,squealing car brakes,medium,medium,S10_set2_a6
Cymbal,What does it sound like to play cymbals with a cello bow?,NULL,medium,NULL,S10_set2_a6
Cymbal,What are cymbals made of?,brass,hard,medium,S10_set2_a6
Cymbal,What are cymbals made of?,NULL,hard,NULL,S10_set2_a6
Cymbal,How many cymbals typically go in a drum kit?,at least 3,hard,hard,S10_set2_a6
Cymbal,How many cymbals typically go in a drum kit?,NULL,hard,NULL,S10_set2_a6
Cymbal,What kinds of musical groups use cymbals?,"Cymbals are used in modern orchestras and many military, marching, concert and other bands",hard,too hard,S10_set2_a6
Cymbal,What kinds of musical groups use cymbals?,NULL,hard,NULL,S10_set2_a6
Dragonfly,NULL,NULL,easy,NULL,S10_set1_a7
Dragonfly,NULL,NULL,easy,NULL,S10_set1_a7
Dragonfly,NULL,NULL,easy,NULL,S10_set1_a7
Dragonfly,NULL,NULL,medium,NULL,S10_set1_a7
Dragonfly,NULL,NULL,medium,NULL,S10_set1_a7
Dragonfly,NULL,NULL,medium,NULL,S10_set1_a7
Dragonfly,NULL,NULL,hard,NULL,S10_set1_a7
Dragonfly,NULL,NULL,hard,NULL,S10_set1_a7
Dragonfly,NULL,NULL,hard,NULL,S10_set1_a7
Dragonfly,Are dragonflies capable of walking?,NULL,easy,NULL,S10_set1_a7
Dragonfly,Are dragonflies capable of walking?,NULL,easy,NULL,S10_set1_a7
Dragonfly,Do dragonfly nymphs ever hunt on land?,NULL,easy,NULL,S10_set1_a7
Dragonfly,Do dragonfly nymphs ever hunt on land?,NULL,easy,NULL,S10_set1_a7
Dragonfly,Do dragonflies spend most of their lives in their adult form?,NULL,easy,NULL,S10_set1_a7
Dragonfly,Do dragonflies spend most of their lives in their adult form?,NULL,easy,NULL,S10_set1_a7
Dragonfly,What are dragonfly larvae known as?,NULL,medium,NULL,S10_set1_a7
Dragonfly,What are dragonfly larvae known as?,NULL,medium,NULL,S10_set1_a7
Dragonfly,On what continent have dragonflies often been seen as sinister?,NULL,medium,NULL,S10_set1_a7
Dragonfly,On what continent have dragonflies often been seen as sinister?,NULL,medium,NULL,S10_set1_a7
Dragonfly,In how many directions can the adult dragonfly propel itself?,NULL,medium,NULL,S10_set1_a7
Dragonfly,In how many directions can the adult dragonfly propel itself?,NULL,medium,NULL,S10_set1_a7
Dragonfly,What is the hobby of seeking out dragonflies and damselflies called?,NULL,hard,NULL,S10_set1_a7
Dragonfly,What is the hobby of seeking out dragonflies and damselflies called?,NULL,hard,NULL,S10_set1_a7
Dragonfly,In what country are dragonflies used as a food source?,NULL,hard,NULL,S10_set1_a7
Dragonfly,In what country are dragonflies used as a food source?,NULL,hard,NULL,S10_set1_a7
Dragonfly,Which culture has a legend that claims that trolls sent dragonflies to poke out their enemies' eyes?,NULL,hard,NULL,S10_set1_a7
Dragonfly,Which culture has a legend that claims that trolls sent dragonflies to poke out their enemies' eyes?,NULL,hard,NULL,S10_set1_a7
Dragonfly,Is the dragonfly associated with late summer as well as early autumn?,Yes,NULL,easy,S10_set1_a7
Dragonfly,Does Exposure to air cause the larva to begin breathing?,Yes (capitalization).,NULL,easy,S10_set1_a7
Dragonfly,"Is it characterized by large multifaceted eyes, two pairs of strong transparent wings, and an elongated body?",Yes.,NULL,easy,S10_set1_a7
Drum,Is the drum a member of the percussion group?,yes,easy,easy,S10_set2_a4
Drum,Is the drum a member of the percussion group?,yes,easy,easy,S10_set2_a4
Drum,Does each type of drum head serve its own musical purpose?,yes,easy,easy,S10_set2_a4
Drum,Does each type of drum head serve its own musical purpose?,yes,easy,easy,S10_set2_a4
Drum,Is the Aburukuwa a type of drum?,yes,easy,medium,S10_set2_a4
Drum,Is the Aburukuwa a type of drum?,yes,easy,too easy,S10_set2_a4
Drum,How long has the basic design of the drum remained unchanged?,remained virtually unchanged for thousands of years,medium,medium,S10_set2_a4
Drum,How long has the basic design of the drum remained unchanged?,thousands of years,medium,hard,S10_set2_a4
Drum,What is the second biggest factor affecting the sound produced by a drum?,tension,medium,easy,S10_set2_a4
Drum,What is the second biggest factor affecting the sound produced by a drum?,the tension at which the drum head is held against the shell of the drum.,medium,easy,S10_set2_a4
Drum,By what name are drums classified as under the percussion group?,membranophone,medium,medium,S10_set2_a4
Drum,By what name are drums classified as under the percussion group?,membranous,medium,medium,S10_set2_a4
Drum,How do rock and roll drummers like their drumheads?,rock and roll drummer may prefer drums that sound loud and deep,hard,hard,S10_set2_a4
Drum,How do rock and roll drummers like their drumheads?,drums that sound loud and deep,hard,hard,S10_set2_a4
Drum,Whare is the name for drums that have a S10_set of wires held across some of all of the drum heads?,snares,hard,medium,S10_set2_a4
Drum,Had the drums been used in Sri Lanka since Before Christ?,yes,hard,too hard,S10_set2_a4
Drum,Had the drums been used in Sri Lanka since Before Christ?,yes,hard,too hard,S10_set2_a4
Drum,Is the drum a member of the percussion group?,yes,easy,easy,S10_set2_a4
Drum,Is the drum a member of the percussion group?,yes,easy,easy,S10_set2_a4
Drum,Are drums often used in music therapy?,yes,easy,easy,S10_set2_a4
Drum,Are drums often used in music therapy?,yes,easy,too easy,S10_set2_a4
Drum,Do drums consist of at least eight membranes?,no,easy,easy,S10_set2_a4
Drum,Do drums consist of at least eight membranes?,no,easy,easy,S10_set2_a4
Drum,What has the most effect on how a drum sounds?,the drumhead,medium,medium,S10_set2_a4
Drum,What has the most effect on how a drum sounds?,the drumhead,medium,medium,S10_set2_a4
Drum,Who constructed a kit using diatonic and chromatically tuned drums?,Terry Bozzio,medium,medium,S10_set2_a4
Drum,Who constructed a kit using diatonic and chromatically tuned drums?,Terry Bozzio,medium,medium,S10_set2_a4
Drum,Drums are usually played by what?,"the hands, or by one or two sticks",medium,medium,S10_set2_a4
Drum,Drums are usually played by what?,the hands,medium,medium,S10_set2_a4
Drum,Has the design of drums changed recently?,no,hard,medium,S10_set2_a4
Drum,Has the design of drums changed recently?,no,hard,easy,S10_set2_a4
Drum,Can some cylindrical shell drums have no drum heads?,no,hard,hard,S10_set2_a4
Drum,Can some cylindrical shell drums have no drum heads?,no,hard,hard,S10_set2_a4
Drum,Does every drumhead make the same sound?,no,hard,easy,S10_set2_a4
Drum,Does every drumhead make the same sound?,no,hard,easy,S10_set2_a4
Drum,Aren't drums often used in music therapy?,"Yes, drums are often used in music therapy.",NULL,easy,S10_set2_a4
Drum,Aren't drums usually played by the hands?,Yes.,NULL,easy,S10_set2_a4
Drum,Are drums usually played by the hands?,Yes,NULL,easy,S10_set2_a4
Drum,Do many such drums have six to ten tension rods?,Yes.,NULL,easy,S10_set2_a4
Drum,"Do drums consist of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with parts of a player's body, or with some sort of implement such as a drumstick, to produce sound?",yes,NULL,easy,S10_set2_a4
Drum,"Have other techniques been used to cause drums to make sound, such as the ``Thumb roll''?",Yes,NULL,easy,S10_set2_a4
Eel,Is the electric eel a true eel?,No,easy,easy,S10_set1_a8
Eel,Is the electric eel a true eel?,"No, the electric eel is not a true eel.",easy,hard,S10_set1_a8
Eel,Are most eels predators?,Yes,easy,easy,S10_set1_a8
Eel,Are most eels predators?,"Yes, most eels are predators.",easy,easy,S10_set1_a8
Eel,Is eel blood toxic to humans?,Yes,easy,easy,S10_set1_a8
Eel,Is eel blood toxic to humans?,"Yes, eel blood is toxic to humans.",easy,easy,S10_set1_a8
Eel,How many species of true eels are there?,approximately 800 species,medium,medium,S10_set1_a8
Eel,How many species of true eels are there?,There are approximately 800 species of true eels.,medium,medium,S10_set1_a8
Eel,Where is smoked eel considered a delicacy?,"Northern Germany, The Netherlands, Denmark, Sweden",medium,medium,S10_set1_a8
Eel,Where is smoked eel considered a delicacy?,"Smoked eel is considered a delicacy in northern Germany, The Netherlands, Denmark and Sweden.",medium,medium,S10_set1_a8
Eel,How do eels begin life?,"As flat and transparent larvae, called leptocephali",medium,medium,S10_set1_a8
Eel,How do eels begin life?,"Eels begin life as flat and transparent larvae, called leptocephali.",medium,medium,S10_set1_a8
Eel,What types of fins do eels have?,"Dorsal, anal, caudal, tail fins",hard,hard,S10_set1_a8
Eel,What types of fins do eels have?,Eels have dorsal and anal fins fused with a tail fin. Some also have  pectoral fins.,hard,too hard,S10_set1_a8
Eel,What do leptocephali eat?,Marine snow,hard,hard,S10_set1_a8
Eel,What do leptocephali eat?,Leptocephali eat small particles called marine snow.,hard,hard,S10_set1_a8
Eel,Do all eels live in fresh water?,No,hard,hard,S10_set1_a8
Eel,Do all eels live in fresh water?,"No, not all eels live in fresh water.",hard,too hard,S10_set1_a8
Finnish_language,Is Finnish an official language of the European Union?,Yes,easy,easy,S10_set5_a5
Finnish_language,Is Finnish an official language of the European Union?,"Yes, Finnish is an official language of the European Union.",easy,easy,S10_set5_a5
Finnish_language,Are the dialects of Finnish divided into two groups?,Yes,easy,easy,S10_set5_a5
Finnish_language,Are the dialects of Finnish divided into two groups?,"Yes, the dialects of Finnish are divided into two groups.",easy,easy,S10_set5_a5
Finnish_language,Is Finnish threatened by English?,No,easy,easy,S10_set5_a5
Finnish_language,Is Finnish threatened by English?,"No, Finnish is not threatened by English.",easy,easy,S10_set5_a5
Finnish_language,When did Proto-Uralic language arrive in Finland?,Around 1900 BCE,medium,medium,S10_set5_a5
Finnish_language,When did Proto-Uralic language arrive in Finland?,Proto-Uralic language arrived in Finland around 1900 BCE.,medium,medium,S10_set5_a5
Finnish_language,What are characteristic features of Finnish?,Vowel harmony and an agglutinative morphology,medium,medium,S10_set5_a5
Finnish_language,What are characteristic features of Finnish?,Characteristic features of Finnish are vowel harmony and an agglutinative morphology.,medium,medium,S10_set5_a5
Finnish_language,Where is the Kven language spoken?,Norway,medium,medium,S10_set5_a5
Finnish_language,Where is the Kven language spoken?,The Kven language is spoken in Northern Norway.,medium,medium,S10_set5_a5
Finnish_language,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,Since Finland's independence in 1917,hard,medium,S10_set5_a5
Finnish_language,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,The classification of dialects spoken outside of Finland has been a controversial issue since Finland's independence in 1917.,hard,medium,S10_set5_a5
Finnish_language,Who wrote the first novel in Finnish?,Aleksis Kivi,hard,medium,S10_set5_a5
Finnish_language,Who wrote the first novel in Finnish?,The first novel in Finnish was published by Aleksis Kivi.,hard,hard,S10_set5_a5
Finnish_language,What book defined the official Finnish language?,The Dictionary of Contemporary Finnish,hard,medium,S10_set5_a5
Finnish_language,What book defined the official Finnish language?,The Dictionary of Contemporary Finnish defined the official Finnish language.,hard,hard,S10_set5_a5
Flute,What is the earliest extant transverse flute?,it dates from 433 BC,easy,medium,S10_set2_a5
Flute,What is the earliest extant transverse flute?,Chi,easy,easy,S10_set2_a5
Flute,When does a flute produce sound?,when a stream of air directed across a hole in the instrument creates a vibration of air at the hole,easy,medium,S10_set2_a5
Flute,When does a flute produce sound?,When a stream of air directed across a hole in the instrument creats a vibration of air at the hole.,easy,hard,S10_set2_a5
Flute,How can a flute's volume be increased?,a flute's volume can generally be increased by making its resonator and tone holes larger,medium,medium,S10_set2_a5
Flute,How can a flute's volume be increased?,A flute's volume can be increased by making its resonator and tone holes larger.,medium,medium,S10_set2_a5
Flute,Do open-ended flutes have brighter timbres?,yes,medium,medium,S10_set2_a5
Flute,Do open-ended flutes have brighter timbres?,Yes.,medium,medium,S10_set2_a5
Flute,Where was the oldest flute ever discovered found?,Germany,medium,too hard,S10_set2_a5
Flute,Where was the oldest flute ever discovered found?,Various parts of Germany.,medium,medium,S10_set2_a5
Flute,Are Western flutes simpler than Indian flutes?,no,hard,hard,S10_set2_a5
Flute,Are Western flutes simpler than Indian flutes?,Yes.,hard,hard,S10_set2_a5
Flute,Why is a police whistle very wide for its pitch?,A flute's volume can generally be increased by making its resonator and tone holes larger,hard,medium,S10_set2_a5
Flute,Why is a police whistle very wide for its pitch?,It's volume is high either because of its larger resonator or larger tone holes.,hard,medium,S10_set2_a5
Flute,What are the two main varieties of Indian flutes?,"The first, the Bansuri. The second, the Venu or Pullanguzhal",hard,hard,S10_set2_a5
Flute,What are the two main varieties of Indian flutes?,Bansuri and the Venu or Pullanguzhal.,hard,medium,S10_set2_a5
Flute,Has the flute been dated to prehistoric times?,yes,easy,easy,S10_set2_a5
Flute,Has the flute been dated to prehistoric times?,Yes,easy,easy,S10_set2_a5
Flute,Was the pan flute used in Greece?,yes,easy,easy,S10_set2_a5
Flute,Was the pan flute used in Greece?,Yes,easy,easy,S10_set2_a5
Flute,Can a flute be played with several different air sources?,yes,easy,easy,S10_set2_a5
Flute,Can a flute be played with several different air sources?,Yes,easy,easy,S10_set2_a5
Flute,When was the pan flute used in Greece?,the 7th century BC,medium,medium,S10_set2_a5
Flute,When was the pan flute used in Greece?,7th century BC,medium,medium,S10_set2_a5
Flute,When did concert flutes begin appearing in concert ensembles?,the 16th-century,medium,medium,S10_set2_a5
Flute,When did concert flutes begin appearing in concert ensembles?,,medium,,S10_set2_a5
Flute,How many main varieties of Indian flutes are currently used?,two,medium,medium,S10_set2_a5
Flute,How many main varieties of Indian flutes are currently used?,Two,medium,medium,S10_set2_a5
Flute,What material is a chi flute fashioned from?,lacquered bamboo,hard,hard,S10_set2_a5
Flute,What material is a chi flute fashioned from?,Lacquered bamboo,hard,medium,S10_set2_a5
Flute,How does a flute player change the pitch of the sound?,by opening and closing holes in the body of the instrument,hard,medium,S10_set2_a5
Flute,How does a flute player change the pitch of the sound?,Opening and closing holes in the body of the instrument,hard,medium,S10_set2_a5
Flute,What is the most basic form of the flute?,a flute can be an open tube which is blown like a bottle,hard,medium,S10_set2_a5
Flute,What is the most basic form of the flute?,Open tube which is blown like a bottle,hard,hard,S10_set2_a5
Giant_Panda,Has the dragon historically served as China's national emblem?,yes,easy,easy,S10_set1_a4
Giant_Panda,Has the dragon historically served as China's national emblem?,Yes,easy,easy,S10_set1_a4
Giant_Panda,Do pandas hibernate?,no,easy,easy,S10_set1_a4
Giant_Panda,Do pandas hibernate?,No,easy,easy,S10_set1_a4
Giant_Panda,Do giant pandas attack humans?,yes,easy,easy,S10_set1_a4
Giant_Panda,Do giant pandas attack humans?,Yes,easy,easy,S10_set1_a4
Giant_Panda,What family is the panda a part of?,Ursidae (bear),medium,medium,S10_set1_a4
Giant_Panda,What family is the panda a part of?,Ursidae,medium,medium,S10_set1_a4
Giant_Panda,How long does it take for the panda cubs skin to turn gray?,one to two weeks after birth,medium,medium,S10_set1_a4
Giant_Panda,How long does it take for the panda cubs skin to turn gray?,One to two weeks,medium,medium,S10_set1_a4
Giant_Panda,How many different names did Chinese writings give to the panda?,20,medium,hard,S10_set1_a4
Giant_Panda,How many different names did Chinese writings give to the panda?,20,medium,medium,S10_set1_a4
Giant_Panda,What foods do pandas eat?,bamboo,hard,medium,S10_set1_a4
Giant_Panda,What foods do pandas eat?,"bamboo, honeys, eggs, fish, yams, shrub leaves, oranges, and bananas",hard,medium,S10_set1_a4
Giant_Panda,What are the two subspecies of giant pandas?,Ailuropoda melanoleuca melanoleuca and  Ailuropoda melanoleuca qinlingensis ,hard,hard,S10_set1_a4
Giant_Panda,What are the two subspecies of giant pandas?,"Ailuropoda melanoleuca melanoleuca and The Qinling Panda, Ailuropoda melanoleuca qinlingensis",hard,hard,S10_set1_a4
Giant_Panda,What is panda diplomacy?,Loans of Giant Pandas to American and Japanese zoos,hard,hard,S10_set1_a4
Giant_Panda,What is panda diplomacy?,Loans of Giant Pandas to American and Japanese zoos,hard,hard,S10_set1_a4
Giant_Panda,Is the Giant Panda a mammal?,yes,easy,easy,S10_set1_a4
Giant_Panda,Is the Giant Panda a mammal?,Yes,easy,easy,S10_set1_a4
Giant_Panda,Is the Giant Panda a terrestrial animal?,yes,easy,easy,S10_set1_a4
Giant_Panda,Is the Giant Panda a terrestrial animal?,Yes,easy,easy,S10_set1_a4
Giant_Panda,Is the Giant Panda an endangered species?,yes,easy,easy,S10_set1_a4
Giant_Panda,Is the Giant Panda an endangered species?,Yes,easy,easy,S10_set1_a4
Giant_Panda,Where do Giant Pandas live?,a few mountain ranges in central china,medium,medium,S10_set1_a4
Giant_Panda,Where do Giant Pandas live?,"Sichuan province, Shaanxi and Gansu provinces",medium,medium,S10_set1_a4
Giant_Panda,When was the Giant Panda's genome sequenced?,2009,medium,medium,S10_set1_a4
Giant_Panda,When was the Giant Panda's genome sequenced?,2009,medium,medium,S10_set1_a4
Giant_Panda,How many subspecies of the Giant Panda are there?,Two,medium,medium,S10_set1_a4
Giant_Panda,How many subspecies of the Giant Panda are there?,Two,medium,medium,S10_set1_a4
Giant_Panda,Is the Giant Panda a carnivore?,Yes,hard,easy,S10_set1_a4
Giant_Panda,Why is the Giant Panda an endangered species?,threatened by habitat loss,hard,medium,S10_set1_a4
Giant_Panda,Why is the Giant Panda an endangered species?,It is threatened by continued habitat loss and by a very low birthrate,hard,hard,S10_set1_a4
Giant_Panda,Is the population of wild Giant  Pandas growing?,"according to some reports, yes",hard,hard,S10_set1_a4
Giant_Panda,Is the population of wild Giant  Pandas growing?,Yes but uncertain,hard,hard,S10_set1_a4
Guitar,Is an acoustic guitar dependent on an external device?,No,easy,easy,S10_set2_a7
Guitar,Is an acoustic guitar dependent on an external device?,No.,easy,easy,S10_set2_a7
Guitar,Is the battente smaller than a classical guitar?,Yes,easy,medium,S10_set2_a7
Guitar,Is the battente smaller than a classical guitar?,Yes.,easy,easy,S10_set2_a7
Guitar,Is the flamenco guitar similar to the classical guitar?,Yes,easy,hard,S10_set2_a7
Guitar,Is the flamenco guitar similar to the classical guitar?,Yes.,easy,hard,S10_set2_a7
Guitar,Where is the headstock located?,end of the guitar neck furthest from the body,medium,medium,S10_set2_a7
Guitar,Where is the headstock located?,At the end of the guitar.,medium,medium,S10_set2_a7
Guitar,Whom are guitars made and repaired by?,luthiers,medium,easy,S10_set2_a7
Guitar,Whom are guitars made and repaired by?,Luthiers.,medium,medium,S10_set2_a7
Guitar,What are modern guitar strings constructed of?,"metal, polymers, animal or plant product materials",medium,easy,S10_set2_a7
Guitar,What are modern guitar strings constructed of?,"Metal, polymers, or animal or plant product materials.",medium,medium,S10_set2_a7
Guitar,Why are Harp Guitars difficult to classify?,as there are many variations within this type of guitar,hard,medium,S10_set2_a7
Guitar,Why are Harp Guitars difficult to classify?,There are many variations within this type.,hard,medium,S10_set2_a7
Guitar,What is the bridge used for?,transfer the vibration from the strings to the soundboard,hard,hard,S10_set2_a7
Guitar,What is the bridge used for?,The transfer of string vibrations.,hard,hard,S10_set2_a7
Guitar,Which guitars use three single-coil pickups?,Fender Statocaster type guitars,hard,medium,S10_set2_a7
Guitar,Which guitars use three single-coil pickups?,Fender Stratocaster type guitars.,hard,too hard,S10_set2_a7
Guitar,Is a guitar an instrument?,Yes,easy,easy,S10_set2_a7
Guitar,Is a guitar an instrument?,yes,easy,easy,S10_set2_a7
Guitar,Can guitars be divided into two broad categories?,Yes,easy,easy,S10_set2_a7
Guitar,Can guitars be divided into two broad categories?,yes,easy,easy,S10_set2_a7
Guitar,Do picks come in many shapes and sizes?,Yes,easy,easy,S10_set2_a7
Guitar,Do picks come in many shapes and sizes?,yes,easy,easy,S10_set2_a7
Guitar,How many strings does a guitar typically have?,Six,medium,medium,S10_set2_a7
Guitar,How many strings does a guitar typically have?,six,medium,medium,S10_set2_a7
Guitar,What is located at the end of the guitar neck furthest from the body?,Headstock,medium,medium,S10_set2_a7
Guitar,What is located at the end of the guitar neck furthest from the body?,headstock,medium,medium,S10_set2_a7
Guitar,What are most electric guitar bodies made of?,Wood,medium,medium,S10_set2_a7
Guitar,What are most electric guitar bodies made of?,wood,medium,medium,S10_set2_a7
Guitar,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,to standardise the instrument,hard,hard,S10_set2_a7
Guitar,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,to standardise the instrument,hard,hard,S10_set2_a7
Guitar,How old is the oldest known representation of a guitar-like intrument being played?,"3,300 years old",hard,hard,S10_set2_a7
Guitar,How old is the oldest known representation of a guitar-like intrument being played?,"3,300 years old",hard,hard,S10_set2_a7
Guitar,What is the point called that is bolted or glued to the body of the guitar?,Neck Joint,hard,medium,S10_set2_a7
Guitar,What is the point called that is bolted or glued to the body of the guitar?,Neck joint or 'Heel',hard,hard,S10_set2_a7
Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways in 1892?,No,easy,easy,S10_set4_a9
Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways in 1892?,yes,easy,easy,S10_set4_a9
Henri_Becquerel,Was Becquerel a French physicist?,Yes,easy,easy,S10_set4_a9
Henri_Becquerel,Was Becquerel a French physicist?,yes,easy,easy,S10_set4_a9
Henri_Becquerel,Whom did he share the Nobel Prize with?,Pierre and Marie Curie,medium,medium,S10_set4_a9
Henri_Becquerel,Whom did he share the Nobel Prize with?,Pierre and Marie Curie,medium,medium,S10_set4_a9
Henri_Becquerel,When did he die?,1908,medium,medium,S10_set4_a9
Henri_Becquerel,When did he die?,1908,medium,hard,S10_set4_a9
Henri_Becquerel,What is the SI unit for radioactivity called?,becquerel,medium,medium,S10_set4_a9
Henri_Becquerel,What is the SI unit for radioactivity called?,the becquerel (Bq),medium,medium,S10_set4_a9
Henri_Becquerel,"When Becquerel discovered radioactivity, whose work did he investigate?",Wilhelm Conrad Röntgen,hard,hard,S10_set4_a9
Henri_Becquerel,Where are there craters named Becquerel?,Moon and Mars,hard,hard,S10_set4_a9
Henri_Becquerel,Where are there craters named Becquerel?,on the moon and on mars,hard,medium,S10_set4_a9
Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,discovery of spontaneous radioactivity,hard,hard,S10_set4_a9
Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,was the discoverer of radioactivity,hard,hard,S10_set4_a9
Isaac_Newton,Was Isaac Newton British?,Yes.,easy,medium,S10_set4_a1
Isaac_Newton,Was Isaac Newton British?,"Yes, he was English.",easy,hard,S10_set4_a1
Isaac_Newton,Was Isaac Newton religious?,It is not clear.,easy,too hard,S10_set4_a1
Isaac_Newton,Was Isaac Newton religious?,"Yes, he was highly religious, though an unorthodox Christian.",easy,easy,S10_set4_a1
Isaac_Newton,Did Isaac Newton die in 1898?,No.,easy,easy,S10_set4_a1
Isaac_Newton,Did Isaac Newton die in 1898?,"No, Newton died in his sleep in London on 31 March 1727.",easy,easy,S10_set4_a1
Isaac_Newton,Where was Isaac Newton born?,At Woolsthorpe Manor in Woosthorpe-by-Colsterworth.,medium,medium,S10_set4_a1
Isaac_Newton,Where was Isaac Newton born?,"He was born at Woolsthorpe Manor in Woolsthorpe-by-Colsterworth, a hamlet in the county of Lincolnshire.",medium,medium,S10_set4_a1
Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,Gottfried Leibniz.,medium,medium,S10_set4_a1
Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,Newton shares the credit with Gottfried Leibniz for the development of the differential and integral calculus.,medium,medium,S10_set4_a1
Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,In 1665.,medium,medium,S10_set4_a1
Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,In 1665.,medium,medium,S10_set4_a1
Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,Yes.,hard,hard,S10_set4_a1
Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,"If Newton had not relied on the occult idea of action at a distance, he might not have developed his theory of gravity.",hard,too hard,S10_set4_a1
Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,No.,hard,hard,S10_set4_a1
Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,"No, a conflict between Newton's religious views and Anglican orthodoxy was averted.",hard,too hard,S10_set4_a1
Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,The apple.,hard,medium,S10_set4_a1
Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,Isaac Newton's theory of gravitation was inspired by watching the fall of an apple from a tree.,hard,hard,S10_set4_a1
Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,yes,easy,easy,S10_set4_a1
Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,yes,easy,easy,S10_set4_a1
Isaac_Newton,Did he build the first practical reflecting telescope?,yes,easy,easy,S10_set4_a1
Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",yes,easy,easy,S10_set4_a1
Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",yes,easy,easy,S10_set4_a1
Isaac_Newton,Where was Isaac Newton born?,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth,medium,medium,S10_set4_a1
Isaac_Newton,Where was Isaac Newton born?,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth,medium,medium,S10_set4_a1
Isaac_Newton,When was the Principia published?,1687,medium,medium,S10_set4_a1
Isaac_Newton,When was the Principia published?,1687,medium,medium,S10_set4_a1
Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History ,medium,medium,S10_set4_a1
Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History,medium,medium,S10_set4_a1
Isaac_Newton,Where was Isaac Newton buried?,Westminster Abbey,hard,medium,S10_set4_a1
Isaac_Newton,Where was Isaac Newton buried?,Westminster Abbey,hard,medium,S10_set4_a1
Isaac_Newton,What religion did Isaac Newton follow?,he never made a public declaration of his private faith,hard,too hard,S10_set4_a1
Isaac_Newton,What religion did Isaac Newton follow?,unorthodox Christian,hard,medium,S10_set4_a1
Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,apple,hard,hard,S10_set4_a1
Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,apple,hard,hard,S10_set4_a1
Jackson_Pollock,Who was a farmer and later a land surveyor for the government?, LeRoy Pollock was a farmer and later a land surveyor for the government.,NULL,medium,S10_set6_a9
Jackson_Pollock,"Regarding this topic, what did David Alfaro Siqueiros do?",Pollock was introduced to the use of liquid paint in 1936 at an experimental workshop operated in New York City by the Mexican muralist David Alfaro Siqueiros.,NULL,easy,S10_set6_a9
Jackson_Pollock,"Who used hardened brushes, sticks,?","Jackson Pollock used hardened brushes, sticks.",NULL,medium,S10_set6_a9
Jackson_Pollock,When were his papers donated by Lee Krasner?,In 1983.,NULL,medium,S10_set6_a9
